pitch,funding_amount,industry,city
private coaching centers,1500000.0,Private Coaching Centers,New Delhi
online certification courses,15000000.0,Online Certification Courses,Bangalore
ethnic product ecommerce,18000000.0,Ethnic Product eCommerce,Mumbai
last minute travel deals mobile marketplace,1800000.0,Last Minute Travel Deals mobile marketplace,Bangalore / SFO
usiness expense management,500000.0,usiness expense management,Bangalore
auto rickshaw based logistics,1000000.0,Auto Rickshaw based Logistics,Chandigarh
online insurance aggregator,12000000.0,Online Insurance Aggregator,Mumbai
restaurant management platform,350000.0,Restaurant Management Platform,Pune
food logistics & delivery,1000000.0,Food Logistics & Delivery,Mumbai
interactive educational games,400000.0,Interactive Educational Games,Jaipur
grey collar job board,10000000.0,Grey collar Job Board,Bangalore
robotic program learning,250000.0,Robotic Program learning,Hyderabad
tele-shopping / ecommerce,21500000.0,Tele-Shopping / eCommerce,Mumbai
used gadgets buy / refurbishing,1000000.0,Used Gadgets Buy / Refurbishing,Gurgaon
cloud enterprise software,6000000.0,Cloud Enterprise Software,Pune / US
startup analytics platform,3500000.0,Startup Analytics platform,Bangalore
financial markets software,400000.0,Financial Markets Software,Bangalore
hiring analytics platform,500000.0,Hiring Analytics platform,Chennai
online travel marketplace,8000000.0,Online Travel Marketplace,Noida
